# CELLxGENE census 2023-05-15 — census_info/datasets, as served from s3://cellxgene-census-public-us-west-2/cell-census/2023-05-15/soma/
# census_build_date=2023-05-15 total_cell_count=57880760 unique_cell_count=36673205 datasets=562
# Regenerate with scripts/snapshot_census.py; rows sorted by dataset_id so the bytes are reproducible.
dataset_id,collection_id,collection_name,collection_doi,dataset_title,dataset_total_cell_count
2d31c0ca-0233-41ce-bd1a-05aa8404b073,120e86b4-1195-48c5-845b-b98054105eec,Spatiotemporal immune zonation of the human kidney,10.1126/science.aat5031,Fetal kidney dataset: immune,6847
2ef8f3ce-bbff-447b-9e51-567e5d6c47bd,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Body of hippocampus (HiB) - Rostral DG-CA4,10411
2f132ec9-24b5-422f-9be0-ccef03b4fe28,6ff3401b-d72c-4940-a00c-3f0792397082,SARS-CoV-2 receptor ACE2 and TMPRSS2 are primarily expressed in bronchial transient secretory cells,10.15252/embj.20105114,Lung,39778
2f6a20f1-173d-4b8d-860b-c47ffea120fa,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,Horizontal cells of the human fovea and peripheral retina,2868
2fc9c59f-3cfd-48d9-9b23-e369ea31bff3,120e86b4-1195-48c5-845b-b98054105eec,Spatiotemporal immune zonation of the human kidney,10.1126/science.aat5031,Mature kidney dataset: non PT parenchyma,4620
30498543-4fdd-4f86-9e1b-05c1a1454a6a,e3f391f6-5a75-4e96-8450-da47c3d2a939,COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,,"B cells -- CV19 infection, vaccination and HC",20727
30cd5311-6c09-46c9-94f1-71fe4b91813c,ed9185e3-5b82-40c7-9824-b2141590c7f0,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19,10.1016/j.cell.2021.02.018,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,125117
31f04740-c712-4c4b-a3f8-55c0506b3034,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Claustrum - Cla,40165
3294d050-6eeb-4a00-b24c-71aacc9b777f,0a77d4c0-d5d0-40f0-aa1a-5e1429bcbd7e,A transcriptional cross species map of pancreatic islet cells,10.1016/j.molmet.2022.101595,Human pancreatic islet cells,26474
32b9bdce-2481-4c85-ba1b-6ad5fcea844c,bcb61471-2a44-4d00-a0af-ff085512674c,An atlas of healthy and injured cell states and niches in the human kidney,10.1101/2021.07.28.454201,Single-cell RNA-seq of the Adult Human Kidney (Version 1.0),107344
343ff97c-85df-494b-8400-beb937618611,793fdaec-5067-428a-a9db-ecefe135c945,Blood and immune development in human fetal bone marrow and Down syndrome,10.1038/s41586-021-03929-x,Human Fetal Bone Marrow (CITE-seq),8978
34deb33b-a50e-4993-a38b-1c0e5079c1c2,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,SCLC epithelial cells,54313
35081d47-99bf-4507-9541-735428df9a9f,ae1420fe-6630-46ed-8b3d-cc6056a66467,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types,10.1038/s41586-021-03500-8,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types,406187
35090826-f636-40c1-a3ef-4466beeab9f8,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Supercluster: Deep-layer near-projecting,18856
359f7af4-87d4-4117-9d6c-ca4cfa1f3f0b,af893e86-8e9f-41f1-a474-ef05359b1fb7,Single-cell transcriptomic atlas for adult human retina,10.2139/ssrn.3991078,Amacrine cells in human retina,56507
35c8a04c-8639-4d15-8228-765d8d93fc96,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,"Dissection: Hypothalamus (HTH) - supraoptic region of HTH - HTHso (anterior hypothalamic nucleus, AHN) - tuberal region of HTH - HTHtub (ventromedial and dorsomedial hypothalamic nucleic nuclei, VMH, DMH)",16753
364348b4-bc34-4fe1-a851-60d99e36cafa,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Thalamus (THM) - intralaminar nuclear complex (ILN) - posterior group of intralaminar nuclei (PILN) - centromedian nucleus of thalamus - CM,12944
367b55f4-d543-49aa-90e8-4765fcb8c687,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Thalamus (THM) - intralaminar nuclear complex (ILN) - posterior group of intralaminar nuclei (PILN) - centromedian and parafasicular nuclei - CM and Pf,24354
36c867a7-be10-4e69-9b39-5de12b0af6da,2b02dff7-e427-4cdc-96fb-c0f354c099aa,Single-Cell Analysis of Crohn’s Disease Lesions Identifies a Pathogenic Cellular Module Associated with Resistance to Anti-TNF Therapy,10.1016/j.cell.2019.08.008,Ileum,32458
37b21763-7f0f-41ae-9001-60bad6e2841d,51544e44-293b-4c2b-8c26-560678423380,Multiomics single-cell analysis of human pancreatic islets reveals novel cellular states in health and type 1 diabetes,10.1038/s42255-022-00531-x,Multiomics single-cell analysis of human pancreatic islets reveals novel cellular states in health and type 1 diabetes,69645
381aa407-317a-40ef-8048-7ce0eacc4266,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Thalamus (THM) - lateral nuclear complex of thalamus (LNC) - lateral posterior nucleus of thalamus - LP,26172
389bfbb9-8ef1-4582-8c41-410131c3d0eb,939769a8-d8d2-4d01-abfc-55699893fd49,Integration of eQTL and a Single-Cell Atlas in the Human Eye Identifies Causal Genes for Age-Related Macular Degeneration,10.1016/j.celrep.2019.12.082,Rod cells of human eye,62509
396a9124-fb20-4822-bf9c-e93fdf7c999a,4195ab4c-20bd-4cd3-8b3d-65601277e731,A spatially resolved single cell genomic atlas of the adult human breast,,scRNA-seq data - B cells,12510
39ed7d98-676d-4b8d-9d0a-0f3b60914ead,e02201d7-f49f-401f-baf0-1eb1406546c0,"Early role for a Na+,K+-ATPase (ATP1A3) in brain development",10.1073/pnas.2023333118,Midgestational human neocortex cells,118647
3a15ab1c-c36c-4842-9a3e-47e6ffd0ba6f,a3c37598-b8e8-47db-92a9-eb91a77c9529,Adult mouse cortical cell taxonomy revealed by single cell transcriptomics,10.1038/nn.4216,Adult mouse cortical cell taxonomy revealed by single cell transcriptomics,1679
3a7f3ab4-a280-4b3b-b2c0-6dd05614a78c,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Supercluster: Splatter,291833
3affa268-8a74-460a-ac9b-a984c0832469,b1a879f6-5638-48d3-8f64-f6592c1b1561,Mapping the developing human immune system across organs,10.1126/science.abo0510,Lymphoid cells,239698
3b6ed41e-10a1-47dd-b995-8cde7d041fd6,44531dd9-1388-4416-a117-af0a99de2294,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity",10.1002/hep4.1854,Healthy human liver: macrophages,3977
3bbb6cf9-72b9-41be-b568-656de6eb18b5,31937775-0602-4e52-a799-b6acdd2bac2e,Molecular and spatial signatures of mouse brain aging at single-cell resolution,10.1016/j.cell.2022.12.010,BrainAgingSpatialAtlas_snRNAseq,79667
3c75a463-6a87-4132-83a8-c3002624394d,bf325905-5e8e-42e3-933d-9a9053e9af80,Single-cell Atlas of common variable immunodeficiency shows germinal center-associated epigenetic dysregulation in B-cell responses,10.1038/s41467-022-29450-x,Activated PBMCs - Expanded cohort CITE-seq,95064
3dc61ca1-ce40-46b6-8337-f27260fd9a03,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,All cells,71752
3de0ad6d-4378-4f62-b37b-ec0b75a50d94,625f6bf4-2f33-4942-962e-35243d284837,LungMAP — Human data from a broad age healthy donor group,10.7554/eLife.62522,Single-cell multiomic profiling of human lungs across age groups,46500
3e87b1fa-472a-401c-8fa8-f31c10437d5f,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,,Endo - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),1973
3f31f8ce-bbf6-4df8-8203-aa240ed03026,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Cerebral cortex (Cx) - Anterior cingulate cortex - ACC,32157
3f32121d-126b-4e8d-9f69-d86502d2a1b1,7651ac1a-f947-463a-9223-a9e408a41989,Insulin is expressed by enteroendocrine cells during human fetal development,10.1038/s41591-021-01586-1,fetal and neonatal human small intestine cells,36359
3f4fe86f-aced-4d10-b174-ee35b9f46b9d,0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Tabula Muris Senis,10.1038/s41586-020-2496-1,Trachea - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - Smart-seq2,3160
3f56901c-dd4a-47d6-b60b-7b0c0111cfb2,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Head of hippocampus (HiH) - CA1-3,37911
3faad104-2ab8-4434-816d-474d8d2641db,dde06e0f-ab3b-46be-96a2-a8082383c4a1,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease,10.1126/science.abf3041,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease,1248980
4023a2bc-6325-47db-bfdf-9639e91042c2,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,Organoid,9096
40318d39-3d8f-49f4-8455-a2e1365c5c5b,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Basal nuclei (BN) - Nucleus Accumbens - NAC,30132
40569510-2282-461b-84df-6218ef208e0e,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Hypothalamus (HTH) - tuberal region of hypothalamus - HTHtub,13173
40e79234-65e8-45e9-b555-5c663154a108,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Supercluster: Oligodendrocyte,490246
421e5f54-5de7-425f-b399-34ead0651ce1,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Cerebral cortex (Cx) - Frontal agranular insular cortex - FI,34949
4269074c-f2c1-4d88-b2c3-0946f59d5449,60358420-6055-411d-ba4f-e8ac80682a2e,Spatiotemporal analysis of human intestinal development at single-cell resolution,10.1016/j.cell.2020.12.016,Spatiotemporal analysis of human intestinal development at single-cell resolution: Immune,2199
42b6a476-c51d-4f8b-b68b-44941b3a11bf,db468083-041c-41ca-8f6f-bf991a070adf,Stress-induced RNA–chromatin interactions promote endothelial dysfunction,10.1038/s41467-020-18957-w,scRNA-seq data analysis of endothelium-enriched mesenteric arterial tissues from human donors,11243
42bb7f78-cef8-4b0d-9bba-50037d64d8c1,92fde064-2fb4-41f8-b85c-c6904000b859,A comprehensive mouse kidney atlas enables rare cell population characterization and robust marker discovery,10.1101/2022.07.02.498501,Healthy mouse kidney atlas,141401
42ff5b55-b848-4f4c-b7cb-b8aac107841c,20a1dadf-a3a7-4783-b311-fcff3c457763,Phenotypic variation of transcriptomic cell types in mouse motor cortex,10.1038/s41586-020-2907-3,MGE-derived interneurons integrated with 10X sequencing MOp data,12083
43770b51-4b0e-4180-a83b-e77664c60736,4b54248f-2165-477c-a027-dd55082e8818,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions,10.1002/path.5751,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - Mouse Fibromuscular Stromal Cells,5617
43b7e156-65b3-4a7b-8c7a-08528e4b21d0,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Basal forebrain (BF) - substantia innominata and nearby nuclei - SI,38205
44882825-0da1-4547-b721-2c6105d4a9d1,3a2af25b-2338-4266-aad3-aa8d07473f50,Single-cell analysis of human B cell maturation predicts how antibody class switching shapes selection dynamics,10.1126/sciimmunol.abe6291,Human tonsil complete integrated cell set scRNA,32607
44c93f2b-dd66-4d15-81ef-de9394c76290,4796c91c-9d8f-4692-be43-347b1727f9d8,MSK SPECTRUM – Ovarian cancer mutational processes drive site-specific immune evasion,10.1038/s41586-022-05496-1,MSK SPECTRUM - Malignant and non-malignant epithelial cells,211624
4546e757-34d0-4d17-be06-538318925fcd,0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Tabula Muris Senis,10.1038/s41586-020-2496-1,Liver - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - Smart-seq2,2859
456e8b9b-f872-488b-871d-94534090a865,a72afd53-ab92-4511-88da-252fb0e26b9a,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,10.1038/s41591-020-0944-y,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,44721
4593c820-512d-4805-a10f-c0b864a7cc8c,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Amygdaloid complex (AMY) - basolateral nuclear group (BLN) - basomedial nucleus (accessory basal nucleus) - BM,31090
46ff9dc2-3d87-4b36-91aa-ffa8aa13c52e,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Cerebral cortex (Cx) - Anterior parahippocampal gyrus (AG) - Lateral entorhinal cortex - LEC,32745
470565f2-5afc-456a-b617-18e4496c04fd,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Midbrain (RN) - Red Nucleus - RN,4714
471647b3-04fe-4c76-8372-3264feb950e8,793fdaec-5067-428a-a9db-ecefe135c945,Blood and immune development in human fetal bone marrow and Down syndrome,10.1038/s41586-021-03929-x,"CD34+ Fetal Bone Marrow, Fetal Liver, Cord Blood (CITE-seq)",27998
4724c395-0c46-46d2-81f7-60fd271fb488,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Head of hippocampus (HiH) - DG-CA4,35350
48101fa2-1a63-4514-b892-53ea1d3a8657,b1a879f6-5638-48d3-8f64-f6592c1b1561,Mapping the developing human immune system across organs,10.1126/science.abo0510,HSC/immune cells (all hematopoietic-derived cells),589390
482954b2-0456-4901-b379-b62f99c0ab2d,3a2af25b-2338-4266-aad3-aa8d07473f50,Single-cell analysis of human B cell maturation predicts how antibody class switching shapes selection dynamics,10.1126/sciimmunol.abe6291,Human tonsil B cells scRNA,25728
486486d4-9462-43e5-9249-eb43fa5a49a6,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,T cells,46140
489318a0-24c3-4f5c-b105-f084ed0ea026,63d03351-06be-478e-a0db-f7a653b6b19b,Cell atlas of the human ocular anterior segment: Tissue-specific and shared cell types,10.1073/pnas.2200914119,Lens,13900
489eaa11-c119-4a5f-b44b-81e33c80c0ef,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Cerebral cortex (Cx) - Transverse temporal gyrus (TTG) - Primary auditory cortex - A1C,32790
48b37086-25f7-4ecd-be66-f5bb378e3aea,0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Tabula Muris Senis,10.1038/s41586-020-2496-1,All - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - 10x,245389
4976b234-9028-4b4b-8a2f-8ac59d636219,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Cerebellum (CB) - Cerebellar Vermis - CBV,71874
49e4ffcc-5444-406d-bdee-577127404ba8,296237e2-393d-4e31-b590-b03f74ac5070,"Mouse pancreatic islet scRNA-seq atlas across sexes, ages, and stress conditions including diabetes",10.1101/2022.12.22.521557,"Mouse pancreatic islet scRNA-seq atlas across sexes, ages, and stress conditions including diabetes",301796
4b6af54a-4a21-46e0-bc8d-673c0561a836,03cdc7f4-bd08-49d0-a395-4487c0e5a168,Emphysema Cell Atlas,10.1016/j.immuni.2023.01.032,non-immune cells,18386
4c4cd77c-8fee-4836-9145-16562a8782fe,b9fc3d70-5a72-4479-a046-c2cc1ab19efc,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,10.1016/j.isci.2021.103115,Individual Single-Cell RNA-seq PBMC Data from Lee et al.,43512
4c6f9f26-5470-455b-8933-c408232fbf56,1df8c90d-d299-4b2e-a54d-a5a80f36e780,"Single-cell analyses of renal cell cancers reveal insights into tumor microenvironment, cell of origin, and therapy response",10.1073/pnas.2103240118,"chRCC - Single-cell analyses of renal cell cancers reveal insights into tumor microenvironment, cell of origin, and therapy response",2576
4d2e0563-cf4a-48bd-aa7f-efc26025b53a,60358420-6055-411d-ba4f-e8ac80682a2e,Spatiotemporal analysis of human intestinal development at single-cell resolution,10.1016/j.cell.2020.12.016,Spatiotemporal analysis of human intestinal development at single-cell resolution: Fibroblasts,24081
4d43082e-59cd-43ac-b77d-54d55519c881,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Cerebral cortex (Cx) - Rostral gyrus (RoG) - Dorsal division of MFC - A32,24808
4dd00779-7f73-4f50-89bb-e2d3c6b71b18,33d19f34-87f5-455b-8ca5-9023a2e5453d,Intra- and Inter-cellular Rewiring of the Human Colon during Ulcerative Colitis,10.1016/j.cell.2019.06.029,Intra- and Inter-cellular Rewiring of the Human Colon during Ulcerative Colitis,34772
4e38f019-f8e8-44ae-ad32-ba500de6f64c,939769a8-d8d2-4d01-abfc-55699893fd49,Integration of eQTL and a Single-Cell Atlas in the Human Eye Identifies Causal Genes for Age-Related Macular Degeneration,10.1016/j.celrep.2019.12.082,Bipolar cells of human eye,16540
4e74d843-8d7a-497a-918a-f079ef141b6d,ff668d5d-5b3f-49ee-a007-ff0664bf35ec,Single-cell transcriptome analysis reveals differential nutrient absorption functions in human intestine,10.1084/jem.20191130,Colon,4329
4ed927e9-c099-49af-b8ce-a2652d069333,a3ffde6c-7ad2-498a-903c-d58e732f7470,Single-nucleus cross-tissue molecular reference maps to decipher disease gene function,10.1126/science.abl4290,Single-nucleus cross-tissue molecular reference maps to decipher disease gene function,209126
4fa55ee5-8da4-4d42-9525-1c52d4ce50bf,0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Tabula Muris Senis,10.1038/s41586-020-2496-1,Skin of body - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - 10x,4454
4fb330ab-2d74-4649-b58f-7ffef457efdf,661a402a-2a5a-4c71-9b05-b346c57bc451,Single-cell roadmap of human gonadal development,10.1038/s41586-022-04918-4,Human Somatic Cell Lineage,191230
5097d77d-08fa-4105-a18f-4072d61522a4,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,,Astro - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),62247
50d79de5-bd17-4d14-a295-199d71ff56be,ae1420fe-6630-46ed-8b3d-cc6056a66467,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types,10.1038/s41586-021-03500-8,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types: 10X_nuclei_v3_AIBS,40166
50dc91a1-36b6-472a-b884-7307b6961ab1,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Supercluster: Bergmann glia,8041
518d9049-2a76-44f8-8abc-1e2b59ab5ba1,5c868b6f-62c5-4532-9d7f-a346ad4b50a7,The landscape of immune dysregulation in Crohn’s disease revealed through single-cell transcriptomic profiling in the ileum and colon,10.1016/j.immuni.2023.01.002,colon immune,152509
524179b0-b406-4723-9c46-293ffa77ca81,0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Tabula Muris Senis,10.1038/s41586-020-2496-1,Kidney - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - Smart-seq2,1833
524d4513-8afd-4120-9b7b-fe31ae10c29b,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,SCLC RU1215 epithelial cells,3923
524e045e-e74c-4e00-9884-d5c3bef3d862,44531dd9-1388-4416-a117-af0a99de2294,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity",10.1002/hep4.1854,Healthy human liver: hepatic stellate cells,1374
529bb209-9d7b-44da-bfa4-f6e4745c46c2,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Basal nuclei (BN) - Body of the Caudate - CaB,32678
52ea546e-9229-40ef-b048-a2e694dd73e8,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,"Dissection: Cerebral cortex (Cx) - Anterior parahippocampal gyrus, posterior part (APH) - Medial entorhinal cortex - MEC",50362
52f18bc3-52d9-487b-bf8f-f0b7aa684b09,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Midbrain (M) - Substantia Nigra - SN,59505
531c9543-9093-45ed-93ac-ebc5815bfb8a,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Supercluster: Fibroblast,9156
535e9336-2d8d-43c3-944d-bcbebe20df8a,661a402a-2a5a-4c71-9b05-b346c57bc451,Single-cell roadmap of human gonadal development,10.1038/s41586-022-04918-4,Human Male,133811
53d208b0-2cfd-4366-9866-c3c6114081bc,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,10.1126/science.abl4896,Tabula Sapiens - All Cells,483152
5500c673-1610-40a0-86d9-64d987ae50e6,43b45a20-a969-49ac-a8e8-8c84b211bd01,Integrated adult and foetal heart single-cell RNA sequencing,10.1038/s44161-022-00183-w,Integrated adult and foetal hearts,60668
5695d556-974e-4d92-9e99-5f61b8695313,661a402a-2a5a-4c71-9b05-b346c57bc451,Single-cell roadmap of human gonadal development,10.1038/s41586-022-04918-4,Mouse Germ Cells,10411
56c33a38-2732-4e53-a9c1-1bc61eda9a99,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Cerebral cortex (Cx) - Postcentral gyrus (PoCG) - Primary somatosensory cortex - S1C,38188
56c4912d-2bae-4b64-98f2-af8a84389208,999f2a15-3d7e-440b-96ae-2c806799c08c,"Harmonized single-cell landscape, intercellular crosstalk and tumor architecture of glioblastoma",10.1101/2022.08.27.505439,Extended GBmap,1135677
572f3f3e-d3e4-4d13-8e2b-88215e508481,b52eb423-5d0d-4645-b217-e1c6d38b2e72,Cells of the adult human heart,10.1038/s41586-020-2797-4,Vascular — Cells of the adult human heart,195395
574e9f9e-f8b4-41ef-bf19-89a9964fd9c7,4b54248f-2165-477c-a027-dd55082e8818,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions,10.1002/path.5751,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,83451
576f193c-75d0-4a11-bd25-8676587e6dc2,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,Combined samples,147137
58679288-9ecc-4647-9781-12a3a8f8c6fd,60358420-6055-411d-ba4f-e8ac80682a2e,Spatiotemporal analysis of human intestinal development at single-cell resolution,10.1016/j.cell.2020.12.016,Spatiotemporal analysis of human intestinal development at single-cell resolution: Myofibroblasts and Mesothelium,2833
58b01044-c5e5-4b0f-8a2d-6ebf951e01ff,e9eec7f5-8519-42f6-99b4-6dbd9cc5ef03,Humoral immunity at the brain borders in homeostasis,10.1016/j.coi.2022.102188,A scRNA-seq atlas of immune cells at the CNS borders,130908
59923449-e303-43e6-9e63-03ef92f5ebd1,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Supercluster: Miscellaneous,25071
599504e5-d4ad-45bd-9128-823faf0fb9c9,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Supercluster: Mammillary body,16602
59b69042-47c2-47fd-ad03-d21beb99818f,b9fc3d70-5a72-4479-a046-c2cc1ab19efc,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,10.1016/j.isci.2021.103115,Individual Single-Cell RNA-seq PBMC Data from Arunachalam et al.,49139
5a11f879-d1ef-458a-910c-9b0bdfca5ebf,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,10.1126/science.abl4896,Tabula Sapiens - Endothelial,31691
5a73f63f-18a2-49b5-b431-2c469c41a41b,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Thalamus (THM) - medial nuclear complex of thalamus (MNC) - mediodorsal nucleus of thalamus - MD,20916
5ae6ab72-1927-4d5b-9826-86be65791293,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,,Sncg - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),20181
5ba85070-a41c-4184-9c18-cf34c3fd0f62,4b54248f-2165-477c-a027-dd55082e8818,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions,10.1002/path.5751,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - Human Fibromuscular Stromal Cells,10742
5bc23cb2-8cfc-4960-bab1-c3027fbeefc4,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Hypothalamus (HTH) - mammillary region of HTH (HTHma) - mammillary nucleus - MN,28155
5bc42b88-bb76-4954-927b-8bb7369adc64,a9254216-6cd8-4186-b32c-349363777584,Single-cell reconstruction of the early maternal–fetal interface in humans,10.1038/s41586-018-0698-6,Pregnant Uterus (All),70325
5cdbb2ea-c622-466d-9ead-7884ad8cb99f,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,Amacrine cells of the human fovea and peripheral retina,13607
