# CELLxGENE census 2023-05-15 — census_info/datasets, as served from s3://cellxgene-census-public-us-west-2/cell-census/2023-05-15/soma/
# census_build_date=2023-05-15 total_cell_count=57880760 unique_cell_count=36673205 datasets=562
# Regenerate with scripts/snapshot_census.py; rows sorted by dataset_id so the bytes are reproducible.
dataset_id,collection_id,collection_name,collection_doi,dataset_title,dataset_total_cell_count
5ce42b38-d867-487f-9b40-e8bb00b21d0b,5c868b6f-62c5-4532-9d7f-a346ad4b50a7,The landscape of immune dysregulation in Crohn’s disease revealed through single-cell transcriptomic profiling in the ileum and colon,10.1016/j.immuni.2023.01.002,colon epithelial,97788
5e5ab909-f73f-4b57-98a0-6d2c5662f6a4,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Midbrain (M) - Inferior colliculus and nearby nuclei - IC,32306
5e765f97-1cf1-407e-a86c-e28701f4749d,ae1420fe-6630-46ed-8b3d-cc6056a66467,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types,10.1038/s41586-021-03500-8,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types: 10X_cells_v3_AIBS,71183
605b89b1-c474-4180-8c0b-88afb5920991,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,,L5 IT - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),113298
6202a243-b713-4e12-9ced-c387f8483dea,0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Tabula Muris Senis,10.1038/s41586-020-2496-1,Liver - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - 10x,7294
62315937-e268-4fa5-a032-8f7d776f3a3f,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,"T, NK and ILC",4778
6347cc90-f284-41d8-a131-db4a37bd796f,0faa1af6-e504-4b88-a47b-69347e1bace5,Single-cell transcriptomics characterization of oligodendrocytes and microglia in white matter aging,10.1038/s41593-022-01183-6,Single-cell of aged oligodendrocytes,6051
639ffc23-14db-4060-9027-3c90314200f8,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Cerebral cortex (Cx) - Supraparietal lobule (SPL) - Posterosuperior (dorsal) parietal cortex - A5-A7,35290
63bb6359-3945-4658-92eb-3072419953e4,a18474f4-ff1e-4864-af69-270b956cee5b,Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia,10.1158/2159-8290.cd-22-0824,UMAP of T-Cells cells,14970
644a578d-ffdc-446b-9679-e7ab4c919c13,4d74781b-8186-4c9a-b659-ff4dc4601d91,"scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation",10.1186/s13059-019-1906-x,Spleen,94256
64767efb-49b0-4562-a1bd-e619a5d9db41,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Hypothalamus (HTH) - preoptic region of HTH - HTHpo,14979
64f4ad90-a422-400a-944d-4ce0f39594a7,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Pons (Pn) - Pontine Nucleus - PN,33641
6538ce1b-7949-405f-b01c-a2c3e876baee,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Supercluster: Lower rhombic lip,52650
65badd7a-9262-4fd1-9ce2-eb5dc0ca8039,e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,10.1126/science.abo1984,DCM/ACM heart cell atlas: All cells,881081
66ff82b4-9380-469c-bc4b-cfa08eacd325,0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Tabula Muris Senis,10.1038/s41586-020-2496-1,Brain non-myeloid cells - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse,7249
6a270451-b4d9-43e0-aa89-e33aac1ac74b,a48f5033-3438-4550-8574-cdff3263fdfd,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,10.1016/j.cell.2021.11.031,VAL and DIS datasets: Non-Epithelial,10700
6a30bf44-c490-41ac-965b-0bb58432b10a,b1a879f6-5638-48d3-8f64-f6592c1b1561,Mapping the developing human immune system across organs,10.1126/science.abo0510,HSC/progenitor cells,40420
6acb6637-ac08-4a65-b2d1-581e51dc7ccf,367d95c0-0eb0-4dae-8276-9407239421ee,"Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse",10.1038/s41586-021-03465-8,"Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse 4-species integration excitory neurons",7805
6c600df6-ddca-4628-a8bb-1d6de1e3f9b4,180bff9c-c8a5-4539-b13b-ddbc00d643e6,Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease,10.1038/s41593-020-00764-7,Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: Superior frontal gyrus,63608
6cf3634d-e911-44ad-bf52-c747a9af3c01,5c868b6f-62c5-4532-9d7f-a346ad4b50a7,The landscape of immune dysregulation in Crohn’s disease revealed through single-cell transcriptomic profiling in the ileum and colon,10.1016/j.immuni.2023.01.002,colon stromal,39433
6dafb698-7a53-4699-ad13-1b5e2c164be7,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Supercluster: Ependymal,5882
6de332e1-465e-4243-9412-6fdc7497e99d,d5cad3f0-56b6-4fbe-8f2b-be92a8c7820f,Developmental trajectories of thalamic nuclei revealed by single-cell transcriptome profiling and Shh perturbation,10.1101/2022.02.18.481097,e12.5 thalamic progenitors,1789
6e4f871d-fd7c-4909-8c14-e4c9957c2e8f,0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Tabula Muris Senis,10.1038/s41586-020-2496-1,Thymus - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - 10x,9275
6ed0bb6c-a9e3-4ba6-9436-7c8fd4e206f0,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Cerebral cortex (Cx) - Inferior frontal gyrus (IFG) - Ventrolateral prefrontal cortex - A44-A45,38259
700aed19-c16e-4ba8-9191-07da098a8626,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Supercluster: Microglia,91838
703f00e6-b996-48e5-bc34-00c41b9876f4,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,PNS,649
70e4f35b-c98c-45a1-9aa9-2053b07315dd,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Basal forebrain (BF) - septal nuclei - SEP,40815
715327a6-7978-4896-ba91-69d6b04dbbfb,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Body of hippocampus (HiB) - Rostral DG-CA4,10411
71be997d-ff75-41b9-8a9f-1288c865f921,62ef75e4-cbea-454e-a0ce-998ec40223d3,Cross-tissue immune cell analysis reveals tissue-specific features in humans,10.1126/science.abl5197,B cell compartment,54934
74520626-b0ba-4ee9-86b5-714649554def,4195ab4c-20bd-4cd3-8b3d-65601277e731,A spatially resolved single cell genomic atlas of the adult human breast,,scRNA-seq data - T cells,76567
75a881cf-5d88-46e2-bf9b-97e5cbc1bd56,180bff9c-c8a5-4539-b13b-ddbc00d643e6,Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease,10.1038/s41593-020-00764-7,Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: EC inhibitory neurons,5331
75e6eee5-d0e3-4291-9360-f288ffe6c7c4,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,,L5/6 NP - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),18567
76347874-8801-44bf-9aea-0da21c78c430,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,SCLC immune cells,16475
76544818-bc5b-4a0d-87d4-40dde89545cb,0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Tabula Muris Senis,10.1038/s41586-020-2496-1,Adipose tissue — A single-cell transcriptomic atlas characterizes ageing tissues in the mouse,6777
76b604f3-bb29-4db7-be2b-6500dc5fbdb7,d5cad3f0-56b6-4fbe-8f2b-be92a8c7820f,Developmental trajectories of thalamic nuclei revealed by single-cell transcriptome profiling and Shh perturbation,10.1101/2022.02.18.481097,e16.5 glutamatergic lineage,4865
77044335-0ac5-4406-9b3f-8cdd3656d67b,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Pons (Pn) - afferent nuclei of cranial nerves in pons - PnAN,23349
773b9b2e-70c8-40be-8cbb-e7b5abab360d,a18474f4-ff1e-4864-af69-270b956cee5b,Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia,10.1158/2159-8290.cd-22-0824,UMAP of Columnar cells,79522
774c18c5-efa1-4dc5-9e5e-2c824bab2e34,558385a4-b7b7-4eca-af0c-9e54d010e8dc,Single-Cell RNAseq analysis of diffuse neoplastic infiltrating cells at the migrating front of human glioblastoma,10.1016/j.celrep.2017.10.030,Infiltrating Neoplastic Cells Human Glioblastoma,3589
77c1c785-809f-4065-8c54-6a0170783256,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Cerebral cortex (Cx) - Subcallosal Gyrus (SCG) - Subgenual (subcallosal) division of MFC - A25,37767
78f10833-3e61-4fad-96c9-4bbd4f14bdfa,0a77d4c0-d5d0-40f0-aa1a-5e1429bcbd7e,A transcriptional cross species map of pancreatic islet cells,10.1016/j.molmet.2022.101595,Cross species map of pancreatic alpha cells,11541
78fd69d2-75e4-4207-819a-563139f273c6,b52eb423-5d0d-4645-b217-e1c6d38b2e72,Cells of the adult human heart,10.1038/s41586-020-2797-4,Ventricular cardiomyocytes — Cells of the adult human heart,125289
7970bd6b-f752-47a9-8643-2af16855ec49,3a2af25b-2338-4266-aad3-aa8d07473f50,Single-cell analysis of human B cell maturation predicts how antibody class switching shapes selection dynamics,10.1126/sciimmunol.abe6291,Human tonsil memory B cells scRNA,21595
79a2344d-eddd-45b1-b376-39eddfab1899,d5cad3f0-56b6-4fbe-8f2b-be92a8c7820f,Developmental trajectories of thalamic nuclei revealed by single-cell transcriptome profiling and Shh perturbation,10.1101/2022.02.18.481097,Atlas of the developing mouse thalamus,249071
79d485a8-b8b1-49f2-85aa-c44e5206aa53,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,,L6 IT Car3 - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),23537
7a0a8891-9a22-4549-a55b-c2aca23c3a2a,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Supercluster: Hippocampal CA1-3,74979
7b316f62-7fa0-4b95-bac9-e90866038a85,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Amygdaloid complex (AMY) - Central nuclear group - CEN,42699
7b3368a5-c1a0-4973-9e75-d95b4150c7da,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,B cells,4138
7b75b2c4-6d99-40be-9a61-391455d859e6,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,Photoreceptor cells of the human fovea and peripheral retina,9070
7bb64315-9e5a-41b9-9235-59acf9642a3e,a18474f4-ff1e-4864-af69-270b956cee5b,Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia,10.1158/2159-8290.cd-22-0824,UMAP of Cancer Data integration,293823
7c1c3d47-3166-43e5-9a95-65ceb2d45f78,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Pons (Pn) - Pontine reticular formation - PnRF,49512
7c6091da-4606-44c7-a2c4-ef896de09e28,0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Tabula Muris Senis,10.1038/s41586-020-2496-1,Mammary gland - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - 10x,12295
7cd3c321-e487-4b51-a8af-9bf671b59fe5,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Pons (Pn) - other nuclei in pontine tegmentum (XPnTg) - dorsal tegmental nucleus - DTg,26095
7d3ab174-e433-40fc-a352-6fe71b1a19f9,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Amygdaloid complex (AMY) - Basolateral nuclear group (BLN) - lateral nucleus - La,28984
7db0c178-b0a4-442f-ba54-e9e1633a84bb,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Cerebral cortex (Cx) - Parietal operculum (PaO) - Gustatory cortex - A43,42834
8039c63d-08b0-4fc9-af0f-5b57f08ca0da,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Perirhinal cortex (area 35) (A35) - rostral subdivision of area 35 - A35r,17535
804d9a85-665b-45c6-b204-13457fdcc7ac,b1a879f6-5638-48d3-8f64-f6592c1b1561,Mapping the developing human immune system across organs,10.1126/science.abo0510,Megakaryocyte/erythroid cells,149107
80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,Total - Cells of the human intestinal tract mapped across space and time,428469
80d7111d-f9fe-49fd-871e-6e618312c341,ff668d5d-5b3f-49ee-a007-ff0664bf35ec,Single-cell transcriptome analysis reveals differential nutrient absorption functions in human intestine,10.1084/jem.20191130,Rectum,3797
810ac45f-8969-4698-b42c-652f802f75c2,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,Endothelium,5467
814f2c97-49e4-4a17-be26-fde3c4c57d1b,de13e3e2-23b6-40ed-a413-e9e12d7d3910,A cell atlas of human thymic development defines T cell repertoire formation,10.1126/science.aay3224,Human Stem Cells (LIV and TH) - A cell atlas of human thymic development defines T cell repertoire formation,27589
81e91ff8-f619-4ad1-a0c3-b45e1dc63f68,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,,Sst Chodl - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),1310
821c79aa-044e-40cf-b331-0fe3edd48019,0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Tabula Muris Senis,10.1038/s41586-020-2496-1,Mesenteric fat pad — A single-cell transcriptomic atlas characterizes ageing tissues in the mouse,3014
82f6af6d-5313-439a-9936-5e844be49a70,e02201d7-f49f-401f-baf0-1eb1406546c0,"Early role for a Na+,K+-ATPase (ATP1A3) in brain development",10.1073/pnas.2023333118,Infant human neocortex cells,51878
83b5e943-a1d5-4164-b3f2-f7a37f01b524,e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,10.1126/science.abo1984,DCM/ACM heart cell atlas: Neuronal cells,7999
842c6f5d-4a94-4eef-8510-8c792d1124bc,4195ab4c-20bd-4cd3-8b3d-65601277e731,A spatially resolved single cell genomic atlas of the adult human breast,,scRNA-seq data - all cells,714331
84f1a631-910b-4fbb-9f76-d915a07316d2,b52eb423-5d0d-4645-b217-e1c6d38b2e72,Cells of the adult human heart,10.1038/s41586-020-2797-4,Atrial cardiomyocytes — Cells of the adult human heart,23483
856c1b98-5727-49da-bf0f-151bdb8cb056,1a486c4c-c115-4721-8c9f-f9f096e10857,Single-cell transcriptomic atlas of the human retina identifies cell types associated with age-related macular degeneration,10.1038/s41467-019-12780-8,Retina,20091
85c60876-7f35-40c5-a256-7808d84c6ba5,b953c942-f5d8-434f-9da7-e726ba7c1481,Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease,10.1016/j.neuron.2022.06.021,Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease - Excitatory,96129
8623d55f-d91c-41c2-ae68-ed2072fd268d,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,Bipolar cells of the human fovea and peripheral retina,25908
86282760-5099-4c71-8cdd-412dcbbbd0b9,793fdaec-5067-428a-a9db-ecefe135c945,Blood and immune development in human fetal bone marrow and Down syndrome,10.1038/s41586-021-03929-x,Fetal Bone Marrow (10x) - Down Syndrome,16743
873ff933-4fda-4936-9a70-67df11af90ac,180bff9c-c8a5-4539-b13b-ddbc00d643e6,Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease,10.1038/s41593-020-00764-7,Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: SFG excitatory neurons,15833
87ce26ed-e5d1-44b4-81cc-cc5b709a169f,e3f391f6-5a75-4e96-8450-da47c3d2a939,COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,,"Circulating Immune cells -- CV19 infection, vaccination and HC",195632
88a01d4a-5197-45be-b5ae-e019aef43376,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Cerebral cortex (Cx) - Superior Temporal Gyrus - STG,40565
88c483bf-477d-4be5-90d3-4fb101dd601f,fbc5881f-1ee3-4ffe-8095-35e15e1a08fc,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate,10.1002/pros.24020,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Epithelial Cells,25186
899e2906-cdb1-4dcc-8dd8-3e3fead6c910,d5cad3f0-56b6-4fbe-8f2b-be92a8c7820f,Developmental trajectories of thalamic nuclei revealed by single-cell transcriptome profiling and Shh perturbation,10.1101/2022.02.18.481097,e12.5 glutamatergic lineage,8647
8a8aedcb-5bb3-453d-a9f0-f37951ae1515,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,,L6b - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),14786
8b2e5453-faf7-46ea-9073-aea69b283cb7,fbc5881f-1ee3-4ffe-8095-35e15e1a08fc,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate,10.1002/pros.24020,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - All Human Cells,28847
8ba5453f-7fab-4702-a3a6-4021b1f31a7a,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Supercluster: Thalamic excitatory,85546
8c42cfd0-0b0a-46d5-910c-fc833d83c45e,5d445965-6f1a-4b68-ba3a-b8f765155d3a,A molecular cell atlas of the human lung from single cell RNA sequencing,10.1038/s41586-020-2922-4,"Krasnow Lab Human Lung Cell Atlas, 10X",65662
8c6ed88f-11bf-4159-bad7-ff41fb1e1eca,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,,Chandelier - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),9893
8d8411b2-eb8c-4d8b-9cf1-c605de44d1e6,d5cad3f0-56b6-4fbe-8f2b-be92a8c7820f,Developmental trajectories of thalamic nuclei revealed by single-cell transcriptome profiling and Shh perturbation,10.1101/2022.02.18.481097,e14.5 glutamatergic lineage,8863
8e47ed12-c658-4252-b126-381df8d52a3d,17481d16-ee44-49e5-bcf0-28c0780d8c4a,Single-Cell Sequencing of Developing Human Gut Reveals Transcriptional Links to Childhood Crohn’s Disease,10.1016/j.devcel.2020.11.010,Paediatric Human Gut (4-14y),22502
8f10185b-e0b3-46a5-8706-7f1799225d79,af893e86-8e9f-41f1-a474-ef05359b1fb7,Single-cell transcriptomic atlas for adult human retina,10.2139/ssrn.3991078,Bipolar cells in human retina,53040
8f1bc86b-7976-4826-8602-f5266160ad86,0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Tabula Muris Senis,10.1038/s41586-020-2496-1,Brown adipose tissue — A single-cell transcriptomic atlas characterizes ageing tissues in the mouse,2223
8f48c031-6692-4c82-b6c2-e4ad35cbc0aa,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Supercluster: LAMP5-LHX6 and Chandelier,45118
8faa2c07-0080-4627-b1d7-e645a780d752,44531dd9-1388-4416-a117-af0a99de2294,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity",10.1002/hep4.1854,Healthy human liver: hepatocytes,50259
8fcf0ccc-67b2-43a3-90be-075f85169bef,6ff3401b-d72c-4940-a00c-3f0792397082,SARS-CoV-2 receptor ACE2 and TMPRSS2 are primarily expressed in bronchial transient secretory cells,10.15252/embj.20105114,Airway,17451
900fdf13-150d-4695-9f8c-4c09105ba2eb,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Pons (Pn) - efferent nuclei of cranial nerves in pons - PnEN,47416
90d4a63b-5c02-43eb-acde-c49345681601,d36ca85c-3e8b-444c-ba3e-a645040c6185,A molecular atlas of the human postmenopausal fallopian tube and ovary from single-cell RNA and ATAC sequencing,10.1016/j.celrep.2022.111838,Fallopian tube RNA,60574
93131426-0124-4ab4-a013-9dfbcd99d467,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Epithalamus - ETH,24327
9372df2d-13d6-4fac-980b-919a5b7eb483,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Midbrain (M) - Periaqueductal gray and nearby nuclei - PAG,33794
93966790-bbfa-420f-aa85-bc5ca51d9c96,0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Tabula Muris Senis,10.1038/s41586-020-2496-1,Bladder lumen - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - 10x,8945
9434b020-de42-43eb-bcc4-542b2be69015,e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,10.1126/science.abo1984,DCM/ACM heart cell atlas: Macrophages,59217
94423ec1-21f8-40e8-b5c9-c3ea82350ca4,a18474f4-ff1e-4864-af69-270b956cee5b,Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia,10.1158/2159-8290.cd-22-0824,UMAP of Myeloid cells,3282
949ec7fc-ac54-47c9-bb6f-ee9e67688cce,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Dissection: Cerebral cortex (Cx) - Short insular gyri - Granular insular cortex - Ig,38937
968885c5-b652-48d9-9006-c34b5fc1c07a,32f2fd23-ec74-486f-9544-e5b2f41725f5,Mapping the temporal and spatial dynamics of the human endometrium in vivo and in vitro,10.1038/s41588-021-00972-2,Non-pregnant Uterus (Endometrium - Epithelial),10729
96a3f64b-0ee9-40d8-91e9-813ce38261c9,b9fc3d70-5a72-4479-a046-c2cc1ab19efc,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,10.1016/j.isci.2021.103115,COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,239696
975e13b6-bec1-4eed-b46a-9be1f1357373,48259aa8-f168-4bf5-b797-af8e88da6637,Human breast cell atlas,10.1101/2023.04.21.537845,HBCA - epithelial,353167
97a17473-e2b1-4f31-a544-44a60773e2dd,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,10.1126/science.abl4896,Tabula Sapiens - Epithelial,104148
97d9238c-1a39-4873-b0bb-963ec2d788e6,4796c91c-9d8f-4692-be43-347b1727f9d8,MSK SPECTRUM – Ovarian cancer mutational processes drive site-specific immune evasion,10.1038/s41586-022-05496-1,MSK SPECTRUM - Dendritic cells,24025
98113e7e-f586-4065-a26a-60aa702f8d1c,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,Supercluster: Deep-layer intratelencephalic,228467
9813a1d4-d107-459e-9b2e-7687be935f69,b953c942-f5d8-434f-9da7-e726ba7c1481,Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease,10.1016/j.neuron.2022.06.021,Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease - Inhibitory,23197
98ad5247-68f8-42f8-b8e5-7938cb373a91,0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Tabula Muris Senis,10.1038/s41586-020-2496-1,Tongue - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - 10x,20680
98e5ea9f-16d6-47ec-a529-686e76515e39,0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Tabula Muris Senis,10.1038/s41586-020-2496-1,All - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - Smart-seq2,110824
9968be68-ab65-4a38-9e1a-c9b6abece194,dfc09a93-bce0-4c77-893d-e153d1b7f9fa,Charting human development using a multi-endodermal organ atlas and organoid models,10.1016/j.cell.2021.04.028,Developing Human Atlas,155232
99950e99-2758-41d2-b2c9-643edcdf6d82,968834a0-1895-40df-8720-666029b3bbac,Single cell RNA sequencing of follicular lymphoma,10.1158/2643-3230.BCD-21-0075,Single cell RNA sequencing of follicular lymphoma,137147
9a281de7-cee5-4e80-8584-1929f46f152f,63d03351-06be-478e-a0db-f7a653b6b19b,Cell atlas of the human ocular anterior segment: Tissue-specific and shared cell types,10.1073/pnas.2200914119,Iris,57422
9b188f26-c8e1-4a78-af15-622a35a371fc,a18474f4-ff1e-4864-af69-270b956cee5b,Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia,10.1158/2159-8290.cd-22-0824,UMAP of Fibroblasts cells,5754
9b686bb6-1427-4e13-b451-7ee961115cf9,367d95c0-0eb0-4dae-8276-9407239421ee,"Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse",10.1038/s41586-021-03465-8,"Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse 3-species integration non-nuerons",1705
9bb9596d-f23f-4558-912f-d4dc7d52721b,20a1dadf-a3a7-4783-b311-fcff3c457763,Phenotypic variation of transcriptomic cell types in mouse motor cortex,10.1038/s41586-020-2907-3,CGE-derived interneurons integrated with 10X sequencing MOp data,15511
