# Derived extract of Supplementary Data 1, scFoundation (Hao et al. 2024, Nature Methods, doi:10.1038/s41592-024-02305-7).
# derived-from-sha256: 786c6962d01bbeeffcc88335d2e2e762f333daf399c649bec3916bc4ef2209d0
# Columns kept: project_ID, sample_ID, cell_number_reserved — every row, values unchanged. The publisher file itself is not committed.
project_ID,sample_ID,cell_number_reserved
GEO-GSE159354,GEO-GSM4827193,5831
GEO-GSE159354,GEO-GSM4827194,3542
GEO-GSE159354,GEO-GSM4827195,3534
GEO-GSE159354,GEO-GSM4827196,2028
GEO-GSE159354,GEO-GSM4827197,2908
GEO-GSE159354,GEO-GSM4827198,1951
GEO-GSE159354,GEO-GSM4827199,1166
GEO-GSE159354,GEO-GSM4827200,2975
GEO-GSE159354,GEO-GSM4827201,3298
GEO-GSE159354,GEO-GSM4827202,4634
GEO-GSE159354,GEO-GSM4827203,1354
GEO-GSE159354,GEO-GSM4827204,4362
GEO-GSE159354,GEO-GSM4827205,3587
GEO-GSE196341,GEO-GSM5873135,8059
GEO-GSE196341,GEO-GSM5873136,2458
GEO-GSE196341,GEO-GSM5873137,9730
GEO-GSE196341,GEO-GSM5873138,1036
GEO-GSE196341,GEO-GSM5873139,3233
GEO-GSE196341,GEO-GSM5873140,10588
GEO-GSE196341,GEO-GSM5873141,5935
GEO-GSE196341,GEO-GSM5873142,51130
GEO-GSE196341,GEO-GSM5873143,6049
GEO-GSE196341,GEO-GSM5873144,981
GEO-GSE196341,GEO-GSM5873145,6821
GEO-GSE196341,GEO-GSM5873146,6909
GEO-GSE168191,GEO-GSM5133588,10274
GEO-GSE168191,GEO-GSM5133589,10505
GEO-GSE168191,GEO-GSM5133590,10668
GEO-GSE168191,GEO-GSM5133591,10676
GEO-GSE168191,GEO-GSM5133592,12237
GEO-GSE168191,GEO-GSM5133593,9279
GEO-GSE168191,GEO-GSM5133594,9660
GEO-GSE168191,GEO-GSM5133595,9805
GEO-GSE168191,GEO-GSM5133596,8983
GEO-GSE168191,GEO-GSM5133597,5417
GEO-GSE168191,GEO-GSM5133598,5184
GEO-GSE168191,GEO-GSM5133599,7862
GEO-GSE168191,GEO-GSM5133600,7420
GEO-GSE168191,GEO-GSM5133601,4343
GEO-GSE168191,GEO-GSM5133602,4219
GEO-GSE168191,GEO-GSM5133603,8349
GEO-GSE168191,GEO-GSM5133604,14194
GEO-GSE168191,GEO-GSM5133605,5652
GEO-GSE168191,GEO-GSM5133606,5696
GEO-GSE149655,GEO-GSM4506698,4339
GEO-GSE149655,GEO-GSM4506699,2700
GEO-GSE149655,GEO-GSM4506700,2487
GEO-GSE149655,GEO-GSM4506701,3244
GEO-GSE136831,GEO-GSM4058900,8566
GEO-GSE136831,GEO-GSM4058901,4595
GEO-GSE136831,GEO-GSM4058902,706
GEO-GSE136831,GEO-GSM4058903,4823
GEO-GSE136831,GEO-GSM4058904,10736
GEO-GSE136831,GEO-GSM4058905,166
GEO-GSE136831,GEO-GSM4058906,9240
GEO-GSE136831,GEO-GSM4058907,2622
GEO-GSE136831,GEO-GSM4058908,1268
GEO-GSE136831,GEO-GSM4058909,3303
GEO-GSE136831,GEO-GSM4058910,2049
GEO-GSE136831,GEO-GSM4058911,10110
GEO-GSE136831,GEO-GSM4058912,4541
GEO-GSE136831,GEO-GSM4058913,4319
GEO-GSE136831,GEO-GSM4058914,11732
GEO-GSE136831,GEO-GSM4058915,1883
GEO-GSE136831,GEO-GSM4058916,2287
GEO-GSE136831,GEO-GSM4058917,18766
GEO-GSE136831,GEO-GSM4058918,2166
GEO-GSE136831,GEO-GSM4058919,1862
GEO-GSE136831,GEO-GSM4058920,700
GEO-GSE136831,GEO-GSM4058921,3460
GEO-GSE136831,GEO-GSM4058922,1163
GEO-GSE136831,GEO-GSM4058923,945
GEO-GSE136831,GEO-GSM4058924,1110
GEO-GSE136831,GEO-GSM4058925,982
GEO-GSE136831,GEO-GSM4058926,5654
GEO-GSE136831,GEO-GSM4058927,477
GEO-GSE136831,GEO-GSM4058928,9751
GEO-GSE136831,GEO-GSM4058929,3273
GEO-GSE136831,GEO-GSM4058930,8879
GEO-GSE136831,GEO-GSM4058931,6514
GEO-GSE136831,GEO-GSM4058932,3586
GEO-GSE136831,GEO-GSM4058933,12511
GEO-GSE136831,GEO-GSM4058934,6802
GEO-GSE136831,GEO-GSM4058935,2944
GEO-GSE136831,GEO-GSM4058936,3165
GEO-GSE136831,GEO-GSM4058937,2573
GEO-GSE136831,GEO-GSM4058938,1850
GEO-GSE136831,GEO-GSM4058939,4176
GEO-GSE136831,GEO-GSM4058940,3566
GEO-GSE136831,GEO-GSM4058941,1959
GEO-GSE136831,GEO-GSM4058942,11291
GEO-GSE136831,GEO-GSM4058943,3482
GEO-GSE136831,GEO-GSM4058944,4382
GEO-GSE136831,GEO-GSM4058945,60
GEO-GSE136831,GEO-GSM4058946,2763
GEO-GSE136831,GEO-GSM4058947,6368
GEO-GSE136831,GEO-GSM4058948,7098
GEO-GSE136831,GEO-GSM4058949,4886
GEO-GSE136831,GEO-GSM4058950,13560
GEO-GSE136831,GEO-GSM4058951,5442
GEO-GSE136831,GEO-GSM4058952,5876
GEO-GSE136831,GEO-GSM4058953,4524
GEO-GSE136831,GEO-GSM4058954,4592
GEO-GSE136831,GEO-GSM4058955,4496
GEO-GSE136831,GEO-GSM4058956,957
GEO-GSE136831,GEO-GSM4058957,5330
GEO-GSE136831,GEO-GSM4058958,8641
GEO-GSE136831,GEO-GSM4058959,12085
GEO-GSE136831,GEO-GSM4058960,3215
GEO-GSE136831,GEO-GSM4058961,1263
GEO-GSE136831,GEO-GSM4058962,11229
GEO-GSE136831,GEO-GSM4058963,3239
GEO-GSE136831,GEO-GSM4058964,4867
GEO-GSE136831,GEO-GSM4058965,3122
GEO-GSE136831,GEO-GSM4058966,4842
GEO-GSE136831,GEO-GSM4058967,3670
GEO-GSE136831,GEO-GSM4058968,8676
GEO-GSE136831,GEO-GSM4058969,2463
GEO-GSE136831,GEO-GSM4058970,4624
GEO-GSE136831,GEO-GSM4058971,5906
GEO-GSE136831,GEO-GSM4058972,1167
GEO-GSE136831,GEO-GSM4058973,3292
GEO-GSE136831,GEO-GSM4058974,4279
GEO-GSE136831,GEO-GSM4058975,1851
GEO-GSE136831,GEO-GSM4058976,6518
GEO-GSE136831,GEO-GSM4058977,6562
GEO-GSE163919,GEO-GSM4990704,19399
GEO-GSE158127,GEO-GSM4792459,8673
GEO-GSE158127,GEO-GSM4792460,7195
GEO-GSE158127,GEO-GSM4792461,6539
GEO-GSE158127,GEO-GSM4792462,4797
GEO-GSE158127,GEO-GSM4792463,7222
GEO-GSE158127,GEO-GSM4792464,600
GEO-GSE178362,GEO-GSM5388411,18486
GEO-GSE178362,GEO-GSM5388412,16481
GEO-GSE178362,GEO-GSM5388413,13863
GEO-GSE158055,GEO-GSM4787512,239
GEO-GSE158055,GEO-GSM4787513,2944
GEO-GSE158055,GEO-GSM4787514,2101
GEO-GSE158055,GEO-GSM4787507,637
GEO-GSE158055,GEO-GSM4787508,155
GEO-GSE158055,GEO-GSM4787509,5328
GEO-GSE158055,GEO-GSM4787515,425
GEO-GSE158055,GEO-GSM4787516,949
GEO-GSE158055,GEO-GSM4787517,57
GEO-GSE158055,GEO-GSM4787518,309
GEO-GSE158055,GEO-GSM4787519,243
GEO-GSE158055,GEO-GSM4787383,1024
GEO-GSE158055,GEO-GSM4787384,356
GEO-GSE158055,GEO-GSM4787370,5700
GEO-GSE158055,GEO-GSM4787368,5993
GEO-GSE158055,GEO-GSM4787375,5693
GEO-GSE158055,GEO-GSM4787371,5685
GEO-GSE158055,GEO-GSM4787369,6356
GEO-GSE158055,GEO-GSM4787492,5763
GEO-GSE158055,GEO-GSM4787494,5851
GEO-GSE158055,GEO-GSM4787366,4569
GEO-GSE158055,GEO-GSM4787364,4743
GEO-GSE158055,GEO-GSM4787376,4790
GEO-GSE158055,GEO-GSM4787373,4235
GEO-GSE158055,GEO-GSM4787374,4172
GEO-GSE158055,GEO-GSM4787493,5103
GEO-GSE158055,GEO-GSM4787495,4544
GEO-GSE158055,GEO-GSM4787372,5407
GEO-GSE158055,GEO-GSM4787365,5253
GEO-GSE158055,GEO-GSM4787367,6436
GEO-GSE158055,GEO-GSM4787555,3673
GEO-GSE158055,GEO-GSM4787556,4380
GEO-GSE158055,GEO-GSM4787557,5138
GEO-GSE158055,GEO-GSM4787558,3832
GEO-GSE158055,GEO-GSM4787559,5035
GEO-GSE158055,GEO-GSM4787382,4117
GEO-GSE158055,GEO-GSM4787380,6187
GEO-GSE158055,GEO-GSM4787505,5592
GEO-GSE158055,GEO-GSM4787503,8129
GEO-GSE158055,GEO-GSM4787378,5096
GEO-GSE158055,GEO-GSM4787560,10477
GEO-GSE158055,GEO-GSM4787561,8393
GEO-GSE158055,GEO-GSM4787562,10772
GEO-GSE158055,GEO-GSM4787563,6974
GEO-GSE158055,GEO-GSM4787564,10067
GEO-GSE158055,GEO-GSM4787502,2579
GEO-GSE158055,GEO-GSM4787381,6261
GEO-GSE158055,GEO-GSM4787379,4987
GEO-GSE158055,GEO-GSM4787506,5298
GEO-GSE158055,GEO-GSM4787504,6485
GEO-GSE158055,GEO-GSM4787496,544
GEO-GSE158055,GEO-GSM4787497,3772
GEO-GSE158055,GEO-GSM4787498,4954
GEO-GSE158055,GEO-GSM4787377,3821
GEO-GSE158055,GEO-GSM4787499,2863
GEO-GSE158055,GEO-GSM4787500,2884
GEO-GSE158055,GEO-GSM4787501,3170
GEO-GSE158055,GEO-GSM4787408,3055
GEO-GSE158055,GEO-GSM4787409,7920
GEO-GSE158055,GEO-GSM4787565,2530
GEO-GSE158055,GEO-GSM4787566,3791
GEO-GSE158055,GEO-GSM4787520,2427
GEO-GSE158055,GEO-GSM4787521,890
GEO-GSE158055,GEO-GSM4787522,1776
GEO-GSE158055,GEO-GSM4787523,2009
GEO-GSE158055,GEO-GSM4787410,274
GEO-GSE158055,GEO-GSM4787411,1924
GEO-GSE158055,GEO-GSM4787385,3323
GEO-GSE158055,GEO-GSM4787386,1881
GEO-GSE158055,GEO-GSM4787412,1700
GEO-GSE158055,GEO-GSM4787413,2585
GEO-GSE158055,GEO-GSM4787567,2875
GEO-GSE158055,GEO-GSM4787568,2436
GEO-GSE158055,GEO-GSM4787387,3629
GEO-GSE158055,GEO-GSM4787388,4006
GEO-GSE158055,GEO-GSM4787389,2039
GEO-GSE158055,GEO-GSM4787390,2500
GEO-GSE158055,GEO-GSM4787524,1702
GEO-GSE158055,GEO-GSM4787525,495
GEO-GSE158055,GEO-GSM4787526,3334
GEO-GSE158055,GEO-GSM4787527,2113
GEO-GSE158055,GEO-GSM4787569,3249
GEO-GSE158055,GEO-GSM4787570,4000
GEO-GSE158055,GEO-GSM4787468,1466
GEO-GSE158055,GEO-GSM4787469,1200
GEO-GSE158055,GEO-GSM4787470,2035
GEO-GSE158055,GEO-GSM4787471,2456
GEO-GSE158055,GEO-GSM4787472,1451
GEO-GSE158055,GEO-GSM4787473,1049
GEO-GSE158055,GEO-GSM4787474,2690
GEO-GSE158055,GEO-GSM4787391,8989
GEO-GSE158055,GEO-GSM4787392,979
GEO-GSE158055,GEO-GSM4787393,9245
GEO-GSE158055,GEO-GSM4787394,9958
GEO-GSE158055,GEO-GSM4787395,2115
GEO-GSE158055,GEO-GSM4787401,3032
GEO-GSE158055,GEO-GSM4787403,2910
GEO-GSE158055,GEO-GSM4787538,15767
GEO-GSE158055,GEO-GSM4787404,315
GEO-GSE158055,GEO-GSM4787536,12689
GEO-GSE158055,GEO-GSM4787540,988
GEO-GSE158055,GEO-GSM4787542,1629
GEO-GSE158055,GEO-GSM4787544,1934
GEO-GSE158055,GEO-GSM4787546,2309
GEO-GSE158055,GEO-GSM4787510,1246
GEO-GSE158055,GEO-GSM4787547,3511
GEO-GSE158055,GEO-GSM4787511,9654
GEO-GSE158055,GEO-GSM4787405,11709
GEO-GSE158055,GEO-GSM4787402,9882
GEO-GSE158055,GEO-GSM4787543,10526
GEO-GSE158055,GEO-GSM4787537,12592
GEO-GSE158055,GEO-GSM4787545,12007
GEO-GSE158055,GEO-GSM4787541,7839
GEO-GSE158055,GEO-GSM4787539,12858
GEO-GSE158055,GEO-GSM4787406,6013
GEO-GSE158055,GEO-GSM4787407,8596
GEO-GSE158055,GEO-GSM4787350,8001
GEO-GSE158055,GEO-GSM4787548,8767
GEO-GSE158055,GEO-GSM4787549,10553
GEO-GSE158055,GEO-GSM4787455,6593
GEO-GSE158055,GEO-GSM4787457,8525
GEO-GSE158055,GEO-GSM4787328,2533
GEO-GSE158055,GEO-GSM4787329,8977
GEO-GSE158055,GEO-GSM4787330,8962
GEO-GSE158055,GEO-GSM4787331,7112
GEO-GSE158055,GEO-GSM4787454,3088
GEO-GSE158055,GEO-GSM4787456,3634
GEO-GSE158055,GEO-GSM4787458,6078
GEO-GSE158055,GEO-GSM4787467,3648
GEO-GSE158055,GEO-GSM4787340,3404
GEO-GSE158055,GEO-GSM4787466,4628
GEO-GSE158055,GEO-GSM4787550,4937
GEO-GSE158055,GEO-GSM4787551,6008
GEO-GSE158055,GEO-GSM4787345,2813
GEO-GSE158055,GEO-GSM4787346,3577
GEO-GSE158055,GEO-GSM4787344,4512
GEO-GSE158055,GEO-GSM4787341,3924
GEO-GSE158055,GEO-GSM4787463,921
GEO-GSE158055,GEO-GSM4787464,160
GEO-GSE158055,GEO-GSM4787465,3147
GEO-GSE158055,GEO-GSM4787342,3459
GEO-GSE158055,GEO-GSM4787343,3030
GEO-GSE158055,GEO-GSM4787298,6791
GEO-GSE158055,GEO-GSM4787299,11287
GEO-GSE158055,GEO-GSM4787300,8206
GEO-GSE158055,GEO-GSM4787449,5108
GEO-GSE158055,GEO-GSM4787450,4380
GEO-GSE158055,GEO-GSM4787451,6718
GEO-GSE158055,GEO-GSM4787452,6298
GEO-GSE158055,GEO-GSM4787453,6904
GEO-GSE158055,GEO-GSM4787320,5860
GEO-GSE158055,GEO-GSM4787321,5111
GEO-GSE158055,GEO-GSM4787322,2893
GEO-GSE158055,GEO-GSM4787323,5775
GEO-GSE158055,GEO-GSM4787324,5915
GEO-GSE158055,GEO-GSM4787325,5805
GEO-GSE158055,GEO-GSM4787314,7593
GEO-GSE158055,GEO-GSM4787315,1430
GEO-GSE158055,GEO-GSM4787326,7906
GEO-GSE158055,GEO-GSM4787327,6765
GEO-GSE158055,GEO-GSM4787304,7364
GEO-GSE158055,GEO-GSM4787305,5391
GEO-GSE158055,GEO-GSM4787301,6859
GEO-GSE158055,GEO-GSM4787302,9225
GEO-GSE158055,GEO-GSM4787303,6855
GEO-GSE158055,GEO-GSM4787436,4320
GEO-GSE158055,GEO-GSM4787437,5492
GEO-GSE158055,GEO-GSM4787438,3359
GEO-GSE158055,GEO-GSM4787439,6161
GEO-GSE158055,GEO-GSM4787440,5221
GEO-GSE158055,GEO-GSM4787441,6737
GEO-GSE158055,GEO-GSM4787442,5699
GEO-GSE158055,GEO-GSM4787443,7038
GEO-GSE158055,GEO-GSM4787306,6208
GEO-GSE158055,GEO-GSM4787307,7169
GEO-GSE158055,GEO-GSM4787308,6340
GEO-GSE158055,GEO-GSM4787309,3584
GEO-GSE158055,GEO-GSM4787310,5841
GEO-GSE158055,GEO-GSM4787311,2621
GEO-GSE158055,GEO-GSM4787312,6128
GEO-GSE158055,GEO-GSM4787313,7766
GEO-GSE158055,GEO-GSM4787316,3655
GEO-GSE158055,GEO-GSM4787317,3643
GEO-GSE158055,GEO-GSM4787318,3776
GEO-GSE158055,GEO-GSM4787319,4150
GEO-GSE158055,GEO-GSM4787444,5733
GEO-GSE158055,GEO-GSM4787445,5673
GEO-GSE158055,GEO-GSM4787446,5977
GEO-GSE158055,GEO-GSM4787447,4282
GEO-GSE158055,GEO-GSM4787448,4372
GEO-GSE158055,GEO-GSM4787333,6399
GEO-GSE158055,GEO-GSM4787460,6697
GEO-GSE158055,GEO-GSM4787461,5002
GEO-GSE158055,GEO-GSM4787338,6624
GEO-GSE158055,GEO-GSM4787462,5966
GEO-GSE158055,GEO-GSM4787339,5581
GEO-GSE158055,GEO-GSM4787332,7570
GEO-GSE158055,GEO-GSM4787334,7392
GEO-GSE158055,GEO-GSM4787335,7748
GEO-GSE158055,GEO-GSM4787336,7354
GEO-GSE158055,GEO-GSM4787459,7073
GEO-GSE158055,GEO-GSM4787337,6510
GEO-GSE158055,GEO-GSM4787292,2642
GEO-GSE158055,GEO-GSM4787347,9049
GEO-GSE158055,GEO-GSM4787348,8500
GEO-GSE158055,GEO-GSM4787349,7495
GEO-GSE158055,GEO-GSM4787351,7858
GEO-GSE158055,GEO-GSM4787352,11789
GEO-GSE158055,GEO-GSM4787353,12210
GEO-GSE158055,GEO-GSM4787354,8691
GEO-GSE158055,GEO-GSM4787355,3770
GEO-GSE158055,GEO-GSM4787356,11998
GEO-GSE158055,GEO-GSM4787357,15964
GEO-GSE158055,GEO-GSM4787358,8751
GEO-GSE158055,GEO-GSM4787359,8408
GEO-GSE158055,GEO-GSM4787360,11214
GEO-GSE158055,GEO-GSM4787361,13844
GEO-GSE158055,GEO-GSM4787362,14565
GEO-GSE158055,GEO-GSM4787363,12960
GEO-GSE158055,GEO-GSM4787552,9142
GEO-GSE158055,GEO-GSM4787553,6092
GEO-GSE158055,GEO-GSM4787554,7074
GEO-GSE158055,GEO-GSM4787433,455
GEO-GSE158055,GEO-GSM4787434,1925
GEO-GSE158055,GEO-GSM4787435,3331
GEO-GSE158055,GEO-GSM4787296,1037
GEO-GSE158055,GEO-GSM4787297,684
GEO-GSE158055,GEO-GSM4787416,715
GEO-GSE158055,GEO-GSM4787424,274
GEO-GSE158055,GEO-GSM4787425,248
GEO-GSE158055,GEO-GSM4787427,395
GEO-GSE158055,GEO-GSM4787428,374
GEO-GSE158055,GEO-GSM4787293,424
GEO-GSE158055,GEO-GSM4787294,450
GEO-GSE158055,GEO-GSM4787429,1082
GEO-GSE158055,GEO-GSM4787430,273
GEO-GSE158055,GEO-GSM4787295,586
GEO-GSE158055,GEO-GSM4787417,535
GEO-GSE158055,GEO-GSM4787418,252
GEO-GSE158055,GEO-GSM4787419,447
GEO-GSE158055,GEO-GSM4787420,225
GEO-GSE158055,GEO-GSM4787421,489
GEO-GSE158055,GEO-GSM4787422,71
GEO-GSE158055,GEO-GSM4787423,230
GEO-GSE158055,GEO-GSM4787426,403
GEO-GSE158055,GEO-GSM4787431,579
GEO-GSE158055,GEO-GSM4787432,168
GEO-GSE158055,GEO-GSM4787414,3595
GEO-GSE158055,GEO-GSM4787415,6291
GEO-GSE158055,GEO-GSM4787571,5966
GEO-GSE158055,GEO-GSM4787572,4860
GEO-GSE158055,GEO-GSM4787573,4689
GEO-GSE158055,GEO-GSM4787574,5228
GEO-GSE158055,GEO-GSM4787575,4062
GEO-GSE158055,GEO-GSM4787396,4672
GEO-GSE158055,GEO-GSM4787397,4818
GEO-GSE158055,GEO-GSM4787398,4714
GEO-GSE158055,GEO-GSM4787399,4367
GEO-GSE158055,GEO-GSM4787400,6654
GEO-GSE158055,GEO-GSM4787528,5267
GEO-GSE158055,GEO-GSM4787529,5911
GEO-GSE158055,GEO-GSM4787530,4810
GEO-GSE158055,GEO-GSM4787531,3765
GEO-GSE158055,GEO-GSM4787532,3155
GEO-GSE158055,GEO-GSM4787533,6601
GEO-GSE158055,GEO-GSM4787534,5401
GEO-GSE158055,GEO-GSM4787535,7264
GEO-GSE158055,GEO-GSM4787475,10601
GEO-GSE158055,GEO-GSM4787476,11346
GEO-GSE158055,GEO-GSM4787477,1830
GEO-GSE158055,GEO-GSM4787478,5294
GEO-GSE158055,GEO-GSM4787479,7793
GEO-GSE158055,GEO-GSM4787480,7064
GEO-GSE158055,GEO-GSM4787481,6458
GEO-GSE158055,GEO-GSM4787482,6735
GEO-GSE158055,GEO-GSM4787483,3733
GEO-GSE158055,GEO-GSM4787484,8368
GEO-GSE158055,GEO-GSM4787485,11291
GEO-GSE158055,GEO-GSM4787486,15795
GEO-GSE158055,GEO-GSM4787487,9981
GEO-GSE158055,GEO-GSM4787488,16345
GEO-GSE158055,GEO-GSM4787489,5693
GEO-GSE158055,GEO-GSM4787490,7448
GEO-GSE158055,GEO-GSM4787491,18236
GEO-GSE201333,TSP1_Bladder_10X,11022
GEO-GSE201333,TSP1_Bladder_smartseq2,701
GEO-GSE201333,TSP1_Blood_10X,3662
GEO-GSE201333,TSP1_Blood_smartseq2,261
GEO-GSE201333,TSP1_Lung_10X,12508
GEO-GSE201333,TSP1_Lung_smartseq2,680
GEO-GSE201333,TSP1_Muscle_10X,2512
GEO-GSE201333,TSP1_Muscle_smartseq2,1234
GEO-GSE201333,TSP1_Pancreas_10X,5884
GEO-GSE201333,TSP1_Pancreas_smartseq2,885
GEO-GSE201333,TSP10_Blood_10X,4980
GEO-GSE201333,TSP10_Fat_10X,11942
GEO-GSE201333,TSP10_Fat_smartseq2,605
GEO-GSE201333,TSP10_Skin_10X,5019
GEO-GSE201333,TSP10_Skin_smartseq2,840
GEO-GSE201333,TSP11_Bone_Marrow_10X,1456
GEO-GSE201333,TSP11_Bone_Marrow_smartseq2,1026
GEO-GSE201333,TSP12_Heart_10X,11228
GEO-GSE201333,TSP12_Heart_smartseq2,275
GEO-GSE201333,TSP13_Bone_Marrow_smartseq2,501
GEO-GSE201333,TSP14_Bladder_10X,3066
GEO-GSE201333,TSP14_Blood_10X,9925
GEO-GSE201333,TSP14_Bone_Marrow_10X,5853
GEO-GSE201333,TSP14_Fat_10X,7670
GEO-GSE201333,TSP14_Large_Intestine_10X,11439
GEO-GSE201333,TSP14_Liver_10X,2147
GEO-GSE201333,TSP14_Lung_10X,4350
GEO-GSE201333,TSP14_Lymph_Node_10X,30427
GEO-GSE201333,TSP14_Muscle_10X,8394
GEO-GSE201333,TSP14_Prostate_10X,3281
GEO-GSE201333,TSP14_Salivary_Gland_10X,17762
GEO-GSE201333,TSP14_Skin_10X,3561
GEO-GSE201333,TSP14_Small_Intestine_10X,10457
GEO-GSE201333,TSP14_Spleen_10X,18964
GEO-GSE201333,TSP14_Thymus_10X,21575
GEO-GSE201333,TSP14_Tongue_10X,5417
GEO-GSE201333,TSP14_Vasculature_10X,7389
GEO-GSE201333,TSP15_Eye_10X,5610
GEO-GSE201333,TSP2_Bladder_10X,9334
GEO-GSE201333,TSP2_Bladder_smartseq2,445
GEO-GSE201333,TSP2_Blood_10X,10297
GEO-GSE201333,TSP2_Blood_smartseq2,1072
GEO-GSE201333,TSP2_Bone_Marrow_10X,2698
GEO-GSE201333,TSP2_Bone_Marrow_smartseq2,712
GEO-GSE201333,TSP2_Kidney_10X,9271
GEO-GSE201333,TSP2_Kidney_smartseq2,366
GEO-GSE201333,TSP2_Large_Intestine_10X,1799
GEO-GSE201333,TSP2_Large_Intestine_smartseq2,405
GEO-GSE201333,TSP2_Lung_10X,17233
GEO-GSE201333,TSP2_Lung_smartseq2,885
GEO-GSE201333,TSP2_Lymph_Node_10X,8544
GEO-GSE201333,TSP2_Lymph_Node_smartseq2,1216
GEO-GSE201333,TSP2_Muscle_10X,14797
GEO-GSE201333,TSP2_Muscle_smartseq2,1527
GEO-GSE201333,TSP2_Small_Intestine_10X,1403
GEO-GSE201333,TSP2_Small_Intestine_smartseq2,576
GEO-GSE201333,TSP2_Spleen_10X,6698
GEO-GSE201333,TSP2_Spleen_smartseq2,964
GEO-GSE201333,TSP2_Thymus_10X,11487
GEO-GSE201333,TSP2_Thymus_smartseq2,598
GEO-GSE201333,TSP2_Trachea_10X,4285
GEO-GSE201333,TSP2_Trachea_smartseq2,119
GEO-GSE201333,TSP2_Vasculature_10X,7801
GEO-GSE201333,TSP2_Vasculature_smartseq2,838
GEO-GSE201333,TSP3_Eye_10X,2163
GEO-GSE201333,TSP3_Eye_smartseq2,269
GEO-GSE201333,TSP4_Mammary_10X,10795
GEO-GSE201333,TSP4_Mammary_smartseq2,560
GEO-GSE201333,TSP4_Muscle_smartseq2,2184
GEO-GSE201333,TSP4_Tongue_smartseq2,160
GEO-GSE201333,TSP4_Uterus_10X,6838
GEO-GSE201333,TSP4_Uterus_smartseq2,285
GEO-GSE201333,TSP5_Eye_10X,2457
GEO-GSE201333,TSP5_Eye_smartseq2,126
GEO-GSE201333,TSP6_Liver_10X,2647
GEO-GSE201333,TSP6_Liver_smartseq2,209
GEO-GSE201333,TSP6_Trachea_10X,4762
GEO-GSE201333,TSP6_Trachea_smartseq2,346
GEO-GSE201333,TSP7_Blood_10X,17032
GEO-GSE201333,TSP7_Blood_smartseq2,552
GEO-GSE201333,TSP7_Lymph_Node_10X,11919
GEO-GSE201333,TSP7_Lymph_Node_smartseq2,1154
GEO-GSE201333,TSP7_Salivary_Gland_10X,8605
GEO-GSE201333,TSP7_Salivary_Gland_smartseq2,803
GEO-GSE201333,TSP7_Spleen_10X,6193
GEO-GSE201333,TSP7_Spleen_smartseq2,1165
GEO-GSE201333,TSP7_Tongue_10X,8212
GEO-GSE201333,TSP7_Tongue_smartseq2,1172
GEO-GSE201333,TSP8_Blood_10X,1974
GEO-GSE201333,TSP8_Prostate_10X,12460
GEO-GSE201333,TSP8_Prostate_smartseq2,627
GEO-GSE201333,TSP9_Pancreas_10X,6616
GEO-GSE201333,TSP9_Pancreas_smartseq2,81
EGAS00001005376,EGAS00001005376-donor_1-3hCA-v2,1338
EGAS00001005376,EGAS00001005376-donor_1-3hPA-v2,1121
EGAS00001005376,EGAS00001005376-donor_1-24hPA-v2,1423
EGAS00001005376,EGAS00001005376-donor_1-24hCA-v2,1068
EGAS00001005376,EGAS00001005376-donor_1-UT-v2,529
EGAS00001005376,EGAS00001005376-donor_1-3hMTB-v2,487
EGAS00001005376,EGAS00001005376-donor_1-24hMTB-v2,1235
EGAS00001005376,EGAS00001005376-donor_12-3hCA-v2,725
EGAS00001005376,EGAS00001005376-donor_12-3hPA-v2,1517
EGAS00001005376,EGAS00001005376-donor_12-24hPA-v2,2113
EGAS00001005376,EGAS00001005376-donor_12-24hCA-v2,981
EGAS00001005376,EGAS00001005376-donor_12-UT-v2,1496
EGAS00001005376,EGAS00001005376-donor_12-3hMTB-v2,1209
EGAS00001005376,EGAS00001005376-donor_12-24hMTB-v2,2286
EGAS00001005376,EGAS00001005376-donor_8-3hCA-v2,573
EGAS00001005376,EGAS00001005376-donor_8-3hPA-v2,1728
EGAS00001005376,EGAS00001005376-donor_8-24hPA-v2,1107
EGAS00001005376,EGAS00001005376-donor_8-24hCA-v2,893
EGAS00001005376,EGAS00001005376-donor_8-UT-v2,921
EGAS00001005376,EGAS00001005376-donor_8-3hMTB-v2,852
EGAS00001005376,EGAS00001005376-donor_8-24hMTB-v2,865
EGAS00001005376,EGAS00001005376-donor_11-3hCA-v2,677
EGAS00001005376,EGAS00001005376-donor_11-3hPA-v2,1389
EGAS00001005376,EGAS00001005376-donor_11-24hPA-v2,1142
EGAS00001005376,EGAS00001005376-donor_11-24hCA-v2,1227
EGAS00001005376,EGAS00001005376-donor_11-UT-v2,1503
EGAS00001005376,EGAS00001005376-donor_11-3hMTB-v2,1127
EGAS00001005376,EGAS00001005376-donor_11-24hMTB-v2,1255
EGAS00001005376,EGAS00001005376-donor_4-3hCA-v2,921
EGAS00001005376,EGAS00001005376-donor_4-3hPA-v2,665
EGAS00001005376,EGAS00001005376-donor_4-24hPA-v2,939
EGAS00001005376,EGAS00001005376-donor_4-24hCA-v2,1686
EGAS00001005376,EGAS00001005376-donor_4-UT-v2,764
EGAS00001005376,EGAS00001005376-donor_4-3hMTB-v2,787
EGAS00001005376,EGAS00001005376-donor_4-24hMTB-v2,1551
EGAS00001005376,EGAS00001005376-donor_9-3hCA-v2,1041
